#1.detectorID 2.peakCenter 3.peakHeight 4.Nevents 5.bank
04569 2957 588.968161.0   80400  4
04570 2943 541.895174.0   75773  4
04571 2936 523.995345.0   74821  4
04572 2923 486.277948.0   70788  4
04573 2915 459.726408.0   68244  4
04574 2903 432.006329.0   65763  4
04575 2892 396.021024.0   63372  4
04576 2883 369.097528.0   61279  4
04577 2870 349.270633.0   59349  4
04578 2861 336.903469.0   58633  4
04579 2848 306.500242.0   55762  4
04580 2840 289.750646.0   54679  4
04581 2831 268.190171.0   52294  4
04582 2819 235.290088.0   48304  4
04583 2813 197.582885.0   42342  4
04584 2805 165.473997.0   35011  4
04635 4296 146.805283.0   29276  4
04636 4273 164.182173.0   31105  4
04637 4253 184.912970.0   32755  4
04638 4233 216.694664.0   36316  4
04639 4214 245.773611.0   38791  4
04640 4195 283.210020.0   42446  4
04641 4173 332.348023.0   46644  4
04642 4155 365.757452.0   51178  4
04643 4132 445.263679.0   57065  4
04644 4109 525.840866.0   63936  4
04645 4087 605.404104.0   71029  4
04646 4064 696.876139.0   79665  4
04647 4042 816.707344.0   90393  4
04648 4021 952.178664.0  102073  4
04649 3998 1086.776155.0  114534  4
04650 3975 1193.820887.0  124425  4
04651 3954 1475.168430.0  152507  4
04652 3933 1596.174694.0  164780  4
04653 3910 1808.785970.0  186326  4
04654 3866 2045.104825.0  208213  4
04655 3855 2392.718454.0  234166  4
04656 3841 2552.739622.0  259750  4
04657 3825 2774.963329.0  287698  4
04658 3803 3046.003005.0  317150  4
04659 3783 3318.982785.0  345164  4
04660 3761 3620.353627.0  376887  4
04661 3718 4042.916126.0  403562  4
04662 3717 4168.852966.0  431752  4
04663 3694 4455.460098.0  457777  4
04664 3671 4729.350715.0  482327  4
04665 3630 5149.993511.0  500932  4
04666 3627 5112.329923.0  515352  4
04667 3601 5397.641117.0  531808  4
04668 3577 5570.635327.0  539601  4
04669 3553 5692.150514.0  544833  4
04670 3529 5827.417828.0  546949  4
04671 3505 5838.871036.0  537365  4
04672 3481 5904.739209.0  535809  4
04673 3444 6013.728206.0  521250  4
04674 3434 5769.088052.0  507487  4
04675 3409 5712.707806.0  492429  4
04676 3386 5566.257851.0  472989  4
04677 3353 5479.579049.0  455202  4
04678 3332 5306.104417.0  430906  4
04679 3309 5046.079400.0  409794  4
04680 3292 4859.658052.0  388047  4
04681 3269 4560.043104.0  364733  4
04682 3254 4249.264729.0  342529  4
04683 3212 3926.251446.0  320840  4
04684 3213 3695.919929.0  302018  4
04685 3193 3345.027074.0  280165  4
04686 3173 3075.668951.0  261970  4
04687 3155 2813.033636.0  245683  4
04688 3136 2573.271359.0  230904  4
04689 3119 2306.655360.0  212731  4
04690 3103 2135.060535.0  202890  4
04691 3085 1940.939712.0  190116  4
04692 3071 1764.275639.0  178172  4
04693 3055 1597.308055.0  165506  4
04694 3043 1497.032083.0  158923  4
04695 3036 1381.485300.0  149310  4
04696 3016 1276.797797.0  141616  4
04697 3003 1165.618567.0  132938  4
04698 2991 1092.728990.0  126418  4
04699 2980 1025.494094.0  120292  4
04700 2967 943.741261.0  112097  4
04701 2956 880.903102.0  108187  4
04702 2945 816.766050.0  101830  4
04703 2934 771.697924.0   97700  4
04704 2921 719.584976.0   93510  4
04705 2910 670.858496.0   89342  4
04706 2898 618.072257.0   85159  4
04707 2885 581.763191.0   80891  4
04708 2876 560.189997.0   79838  4
04709 2865 522.518644.0   75982  4
04710 2854 501.898556.0   73552  4
04711 2840 446.020534.0   69902  4
04712 2830 415.809955.0   66892  4
04713 2818 368.542419.0   61389  4
04714 2810 316.916617.0   54491  4
04715 2802 262.357029.0   45614  4
04716 2797 197.982693.0   34770  4
04717 2791 142.254987.0   25448  4
04767 4137 133.573235.0   22740  4
04768 4116 153.644204.0   24810  4
04769 4095 173.670394.0   26576  4
04770 4069 203.145263.0   28501  4
04771 4052 229.599476.0   31074  4
04772 4029 251.586508.0   33456  4
04773 4006 292.450236.0   36291  4
04774 3985 314.245936.0   39516  4
04775 3964 348.435262.0   42882  4
04776 3945 390.928463.0   46447  4
04777 3920 445.970504.0   51451  4
04778 3905 460.985017.0   52856  4
04779 3883 509.846733.0   58551  4
04780 3860 555.813731.0   62969  4
04781 3842 595.862415.0   67446  4
04782 3820 655.497160.0   71588  4
04783 3801 700.236607.0   77111  4
04784 3763 777.943623.0   80469  4
04785 3744 807.503524.0   84581  4
04786 3734 831.190598.0   88280  4
04787 3711 880.434259.0   92211  4
04788 3689 919.425822.0   94942  4
04789 3665 954.273252.0   97899  4
04790 3643 982.183891.0   98840  4
04791 3620 1014.159390.0  101235  4
04792 3599 1031.412505.0  101987  4
04793 3569 1081.271467.0  103563  4
04794 3553 1073.699003.0  103159  4
04795 3509 1079.091472.0  103153  4
04796 3501 1115.108203.0  102233  4
04797 3484 1081.765617.0  100925  4
04798 3463 1056.564025.0   99187  4
04799 3436 1050.324074.0   96789  4
04800 3399 995.918679.0   94926  4
04801 3395 990.137368.0   92532  4
04802 3374 950.884247.0   89591  4
04803 3354 921.955841.0   87179  4
04804 3331 884.267148.0   84118  4
04805 3308 830.148666.0   81143  4
04806 3292 790.656213.0   77468  4
04807 3272 762.106269.0   75242  4
04808 3254 709.453964.0   72083  4
04809 3234 661.008279.0   69498  4
04810 3214 607.561102.0   66238  4
04811 3197 560.901239.0   63786  4
04812 3180 513.418835.0   60847  4
04813 3163 470.074597.0   57636  4
04814 3145 425.268501.0   55556  4
04815 3130 391.698956.0   53491  4
04816 3116 354.740602.0   51409  4
04817 3099 337.595406.0   50443  4
04818 3087 306.334091.0   48100  4
04819 3072 285.145824.0   46594  4
04820 3058 265.448640.0   45531  4
04821 3044 242.097371.0   43757  4
04822 3033 226.415781.0   42471  4
04823 3018 213.298237.0   41538  4
04824 3005 198.312062.0   40797  4
04825 2991 180.972829.0   39647  4
04827 2955 164.007088.0   38310  4
04828 2957 150.153198.0   37208  4
04829 2942 142.183325.0   37015  4
04830 2924 137.831203.0   37090  4
04831 2915 126.105716.0   36667  4
05423 3671 133.649653.0   54407  5
05424 3653 138.730022.0   55862  5
05425 3619 158.687104.0   57030  5
05426 3602 167.481630.0   58626  5
05427 3581 181.552264.0   60223  5
05428 3557 191.629497.0   60768  5
05429 3537 207.767754.0   62776  5
05430 3516 220.402784.0   63774  5
05431 3493 241.964985.0   65686  5
05432 3479 249.923530.0   67831  5
05433 3459 271.350820.0   69140  5
05434 3437 285.925744.0   70996  5
05435 3417 306.041866.0   73029  5
05436 3396 327.448246.0   75591  5
05437 3379 340.421992.0   77717  5
05438 3355 358.156350.0   79391  5
05439 3331 386.431051.0   82085  5
05440 3313 392.577915.0   83342  5
05441 3298 407.378751.0   84976  5
05442 3278 421.729850.0   86877  5
05443 3259 434.823240.0   88582  5
05444 3236 442.088659.0   90033  5
05445 3218 448.231782.0   90468  5
05446 3194 458.352661.0   92066  5
05447 3178 464.484392.0   93113  5
05448 3153 464.474125.0   92982  5
05449 3138 466.831728.0   93136  5
05450 3107 466.587477.0   93373  5
05451 3087 469.827158.0   93547  5
05452 3063 460.599014.0   92674  5
05453 3047 462.847731.0   92795  5
05454 3022 447.729317.0   92065  5
05455 2996 451.685929.0   90913  5
05456 2975 444.950818.0   89983  5
05457 2952 446.793601.0   89821  5
05458 2931 432.787574.0   88439  5
05459 2909 431.036618.0   86672  5
05460 2884 423.373884.0   87576  5
05461 2864 419.926860.0   85558  5
05462 2841 406.053874.0   84868  5
05463 2826 395.395270.0   83760  5
05464 2806 389.112671.0   82573  5
05465 2785 373.799280.0   82062  5
05466 2765 360.016478.0   81395  5
05467 2744 351.754723.0   81576  5
05468 2726 340.172770.0   80580  5
05469 2704 330.158667.0   80162  5
05470 2691 318.734553.0   80009  5
05471 2673 302.638140.0   79898  5
05472 2657 290.842076.0   80328  5
05473 2641 282.695187.0   80956  5
05474 2623 266.146928.0   81566  5
05475 2605 253.181043.0   81834  5
05476 2593 249.120794.0   84873  5
05477 2551 223.503162.0   86077  5
05478 2558 224.516438.0   88369  5
05479 2529 209.018869.0   89811  5
05480 2534 204.933260.0   93030  5
05481 2509 191.643248.0   95134  5
05482 2514 175.448347.0   95246  5
05483 2487 160.506805.0   93084  5
05484 2477 140.954645.0   85934  5
05536 3912 135.427175.0   69051  5
05537 3906 142.738002.0   71401  5
05538 3871 166.153645.0   73900  5
05539 3867 184.375922.0   76860  5
05540 3845 197.008581.0   79794  5
05541 3811 229.625985.0   83073  5
05543 3789 266.642295.0   90919  5
05544 3767 301.550034.0   94340  5
05545 3734 326.995285.0   96701  5
05546 3741 366.229085.0  107732  5
05547 3720 412.249331.0  112012  5
05548 3682 473.248891.0  118073  5
05549 3671 494.612788.0  125152  5
05550 3641 584.988438.0  132323  5
05551 3638 627.898678.0  141051  5
05552 3619 666.430869.0  148782  5
05553 3586 769.487265.0  159530  5
05554 3568 843.187148.0  168989  5
05555 3554 901.455331.0  178772  5
05556 3530 996.589466.0  189327  5
05557 3491 1094.346476.0  201386  5
05558 3489 1177.824645.0  211671  5
05559 3457 1324.232728.0  224587  5
05560 3452 1349.863588.0  235189  5
05561 3430 1463.881315.0  246690  5
05562 3401 1589.558877.0  259283  5
05563 3360 1770.824349.0  271230  5
05564 3349 1850.377652.0  285237  5
05565 3326 1964.239933.0  296547  5
05566 3313 2027.416870.0  306345  5
05567 3282 2129.382120.0  310317  5
05568 3266 2126.447617.0  311407  5
05569 3240 2198.801946.0  315825  5
05570 3215 2242.388251.0  316770  5
05571 3190 2280.177470.0  321389  5
05572 3165 2319.515478.0  323617  5
05573 3136 2321.449303.0  321408  5
05574 3114 2334.162362.0  322350  5
05576 3055 2323.799878.0  318083  5
05577 3034 2312.274532.0  313758  5
05578 3021 2214.941027.0  308636  5
05579 2983 2269.237616.0  303278  5
05580 2957 2224.220592.0  297260  5
05581 2933 2190.739536.0  291500  5
05582 2905 2128.993017.0  283008  5
05583 2882 2090.306670.0  276278  5
05584 2855 2037.895092.0  270980  5
05585 2834 1940.230930.0  260671  5
05586 2812 1861.811625.0  253111  5
05587 2786 1814.523719.0  248372  5
05588 2769 1738.300589.0  241063  5
05589 2736 1595.373235.0  231317  5
05590 2724 1562.540605.0  225473  5
05591 2696 1509.422459.0  218819  5
05592 2686 1404.447139.0  212280  5
05593 2664 1317.788515.0  204833  5
05594 2645 1251.668936.0  199853  5
05595 2623 1169.168461.0  190778  5
05596 2610 1104.096537.0  186525  5
05597 2584 1037.833543.0  181523  5
05598 2578 967.562570.0  177566  5
05599 2562 915.090439.0  174321  5
05600 2544 853.832308.0  170848  5
05601 2512 798.887594.0  169498  5
05602 2497 748.038733.0  167870  5
05603 2490 709.777118.0  166417  5
05604 2477 654.633101.0  164867  5
05605 2475 615.759316.0  164071  5
05606 2460 568.463010.0  160894  5
05609 2422 371.712299.0  129770  5
05610 2413 294.937402.0  108970  5
05611 2410 240.947422.0   87687  5
05612 2382 156.164135.0   66234  5
05656 4062 131.517878.0   93331  5
05657 4038 140.404767.0   94127  5
05658 4030 155.204206.0  100807  5
05659 3977 178.597523.0  102749  5
05660 3986 191.269976.0  106578  5
05661 3974 210.961477.0  111689  5
05662 3954 226.266988.0  115100  5
05663 3932 264.347053.0  122186  5
05664 3899 308.522693.0  127148  5
05665 3886 345.480010.0  133972  5
05666 3864 384.726166.0  142174  5
05667 3854 429.809232.0  150823  5
05669 3816 553.341124.0  172310  5
05670 3800 615.326776.0  183027  5
05671 3786 691.534062.0  197392  5
05672 3744 835.125208.0  212495  5
05673 3727 956.066157.0  230151  5
05674 3735 980.597537.0  242395  5
05675 3692 1252.086332.0  276797  5
05676 3699 1310.654038.0  296382  5
05677 3652 1572.086233.0  321080  5
05678 3672 1635.312866.0  351167  5
05679 3652 1838.977259.0  382328  5
05680 3632 2078.690331.0  417817  5
05683 3576 2862.955314.0  530648  5
05684 3550 3174.163210.0  571747  5
05686 3506 3719.708615.0  650827  5
05687 3478 4171.641771.0  695934  5
05688 3454 4497.753442.0  734978  5
05689 3429 4835.758710.0  769794  5
05690 3405 5187.981478.0  805600  5
05691 3379 5549.686604.0  838843  5
05692 3355 5862.461734.0  864965  5
05693 3318 6206.825532.0  889807  5
05694 3301 6441.337422.0  910898  5
05695 3276 6648.861369.0  919284  5
05696 3243 6944.286099.0  940090  5
05697 3221 6987.266223.0  935440  5
05698 3194 7152.336481.0  941767  5
05699 3166 7225.914505.0  936188  5
05700 3138 7221.136810.0  927736  5
05701 3138 6842.195215.0  919575  5
05702 3084 7218.241770.0  903850  5
05703 3055 7142.883408.0  884290  5
05704 3022 6830.608263.0  862877  5
05705 2969 6613.826975.0  841502  5
05706 2966 6913.111676.0  818582  5
05707 2940 6769.487615.0  793238  5
05708 2905 6515.800614.0  776372  5
05709 2895 6428.742360.0  742230  5
05710 2870 6271.348909.0  722130  5
05711 2846 6048.991254.0  695326  5
05712 2822 5801.346629.0  669484  5
05713 2795 5513.475680.0  635351  5
05714 2773 5263.065949.0  611386  5
05715 2751 5022.094268.0  585735  5
05716 2726 4707.159339.0  554961  5
05717 2708 4427.650126.0  532185  5
05718 2686 4226.322132.0  515220  5
05719 2665 3964.058824.0  490413  5
05720 2643 3725.849138.0  471112  5
05721 2625 3468.929003.0  450409  5
05722 2607 3227.288190.0  432434  5
05723 2583 3036.508757.0  413798  5
05724 2572 2836.380146.0  403839  5
05725 2557 2625.184167.0  385611  5
05726 2528 2449.329306.0  371734  5
05727 2521 2263.893293.0  360288  5
05728 2507 2098.752302.0  348975  5
05729 2496 1971.863470.0  339160  5
05730 2456 1826.461401.0  332306  5
05731 2460 1664.528723.0  319377  5
05732 2451 1602.523082.0  323180  5
05733 2436 1455.668816.0  312655  5
05734 2415 1328.175247.0  300874  5
05735 2416 1219.892246.0  292352  5
05736 2396 1065.261979.0  270568  5
05737 2370 900.629919.0  239600  5
05738 2364 704.943500.0  201614  5
05739 2370 560.069080.0  161183  5
05740 2360 401.071366.0  121571  5
05741 2358 303.709645.0   90363  5
05742 2362 206.322580.0   65924  5
05743 2351 147.762103.0   47308  5
05790 4070 125.207958.0   95812  5
05791 4029 144.878055.0   98317  5
05792 4025 145.546316.0  101842  5
05793 3998 177.220281.0  105106  5
05794 3995 190.177008.0  109764  5
05795 3960 223.435629.0  114332  5
05796 3943 249.041449.0  118670  5
05797 3931 272.028841.0  124494  5
05798 3889 314.726281.0  130504  5
05799 3888 340.531096.0  137409  5
05800 3866 397.326590.0  144658  5
05801 3829 470.082782.0  157330  5
05802 3831 485.213741.0  162529  5
05804 3774 673.275113.0  187904  5
05805 3755 745.659225.0  202089  5
05806 3750 837.893816.0  218656  5
05807 3746 923.512330.0  234866  5
05808 3700 1112.463858.0  255234  5
05809 3669 1291.351323.0  275640  5
05810 3656 1428.711903.0  300133  5
05811 3656 1572.589025.0  327820  5
05812 3646 1731.163185.0  355383  5
05813 3630 1930.450871.0  386350  5
05814 3607 2171.254622.0  419399  5
05815 3581 2419.852264.0  451911  5
05817 3540 2991.677707.0  527182  5
05818 3517 3280.218027.0  562485  5
05819 3492 3593.973527.0  599324  5
05820 3468 3927.201407.0  635128  5
05821 3440 4252.102529.0  669809  5
05822 3403 4684.126033.0  708335  5
05823 3378 4901.632374.0  737051  5
05824 3352 5325.150118.0  768071  5
05825 3340 5592.387479.0  794217  5
05826 3313 5888.870775.0  818324  5
05827 3286 6152.607758.0  837409  5
05828 3260 6401.154777.0  853225  5
05829 3232 6541.848520.0  859181  5
05830 3205 6717.013169.0  867165  5
05831 3178 6847.921584.0  870762  5
05832 3150 6912.691600.0  870508  5
05833 3121 6990.682661.0  867289  5
05834 3091 6949.180765.0  854092  5
05835 3065 6910.683310.0  844191  5
05836 3024 6693.916372.0  832536  5
05837 3010 6845.111068.0  813480  5
05838 2976 6804.204080.0  796381  5
05839 2945 6765.312166.0  778302  5
05840 2920 6657.662900.0  758434  5
05841 2904 6385.804027.0  735120  5
05842 2871 6324.799857.0  713406  5
05843 2853 5977.138225.0  686379  5
05844 2830 5805.470667.0  669412  5
05845 2806 5534.869804.0  638703  5
05846 2782 5306.465914.0  619361  5
05847 2750 5060.397160.0  591616  5
05848 2734 4836.952302.0  575552  5
05849 2716 4558.539668.0  552390  5
05850 2693 4281.456029.0  523834  5
05851 2672 4081.544054.0  512848  5
05852 2648 3871.433787.0  488677  5
05853 2633 3607.184571.0  472338  5
05854 2614 3380.634141.0  451382  5
05855 2593 3154.897502.0  435454  5
05856 2578 2946.261849.0  419555  5
05857 2560 2747.216408.0  405216  5
05858 2545 2553.331322.0  387717  5
05859 2527 2385.723024.0  378606  5
05860 2514 2211.889244.0  366138  5
05861 2501 2062.204065.0  355343  5
05862 2487 1934.577722.0  349423  5
05863 2494 1692.999580.0  341817  5
05864 2460 1664.194592.0  335789  5
05865 2441 1543.947272.0  328086  5
05866 2430 1399.932691.0  314071  5
05867 2410 1220.390494.0  290902  5
05868 2408 1038.152334.0  257829  5
05869 2400 835.160383.0  220590  5
05870 2384 687.946960.0  180623  5
05871 2380 516.256603.0  141549  5
05872 2380 393.633335.0  109134  5
05873 2378 284.728906.0   84983  5
05874 2364 220.924548.0   63848  5
05875 2378 165.945643.0   49108  5
05876 2380 130.048622.0   37944  5
05923 3918 133.041128.0   79022  5
05924 3910 150.089795.0   81752  5
05925 3887 149.364960.0   83633  5
05926 3867 179.779391.0   86687  5
05927 3850 191.526326.0   89749  5
05928 3825 216.474836.0   93614  5
05929 3812 238.677762.0   96343  5
05930 3769 280.064144.0  101183  5
05931 3768 291.578869.0  101635  5
05932 3737 336.121794.0  108980  5
05933 3739 353.308846.0  113392  5
05934 3705 392.749649.0  117914  5
05935 3678 451.827498.0  124197  5
05936 3658 500.856536.0  130513  5
05937 3629 564.842709.0  136286  5
05938 3621 603.135534.0  142292  5
05939 3581 688.906550.0  149415  5
05940 3560 737.626321.0  157106  5
05941 3559 782.504336.0  164227  5
05942 3525 868.758918.0  172196  5
05943 3512 952.243595.0  182498  5
05944 3475 1064.083532.0  189222  5
05945 3468 1108.644147.0  197630  5
05946 3434 1233.881494.0  208398  5
05947 3411 1293.527336.0  215281  5
05948 3396 1402.263337.0  226497  5
05949 3376 1482.519775.0  234884  5
05950 3342 1610.792001.0  243078  5
05951 3334 1693.887707.0  253397  5
05952 3294 1824.014492.0  259703  5
05953 3285 1868.226338.0  267567  5
05954 3269 1920.955285.0  274146  5
05955 3245 2013.340502.0  281967  5
05956 3221 2083.805167.0  287404  5
05957 3198 2114.157361.0  290486  5
05958 3174 2175.001510.0  295307  5
05960 3126 2241.525546.0  301239  5
05961 3136 2126.695511.0  303766  5
05962 3078 2268.999054.0  303089  5
05963 3037 2287.179773.0  302744  5
05964 3020 2309.853943.0  303019  5
05965 3006 2300.604060.0  301389  5
05966 2981 2301.759557.0  299436  5
05967 2948 2295.098892.0  297225  5
05968 2934 2278.721899.0  295159  5
05969 2909 2240.225017.0  289752  5
05970 2887 2224.932934.0  288598  5
05971 2864 2152.559158.0  281589  5
05972 2842 2145.100126.0  280687  5
05973 2821 2074.502543.0  272256  5
05974 2800 2030.246166.0  271303  5
05975 2777 1973.888225.0  264631  5
05976 2754 1895.354110.0  258825  5
05977 2736 1828.902422.0  254844  5
05978 2714 1757.676921.0  247627  5
05979 2697 1682.178589.0  241608  5
05980 2678 1643.436068.0  241344  5
05981 2657 1556.868299.0  234309  5
05982 2640 1474.103645.0  229909  5
05983 2622 1399.804470.0  226399  5
05984 2605 1331.473388.0  222973  5
05985 2587 1248.429449.0  218555  5
05986 2561 1204.069668.0  216558  5
05987 2556 1137.542818.0  216215  5
05988 2542 1054.995702.0  212593  5
05989 2513 1005.890198.0  211781  5
05990 2510 955.697298.0  214470  5
05991 2500 895.712270.0  212551  5
05992 2482 834.895182.0  211082  5
05993 2468 764.070035.0  207208  5
05994 2448 676.235136.0  196513  5
05995 2439 583.301943.0  177417  5
05996 2440 458.233264.0  151355  5
05997 2425 363.038629.0  120116  5
05998 2418 264.350892.0   89730  5
05999 2418 188.424583.0   65586  5
06061 3600 132.320106.0   55709  5
06063 3567 152.281868.0   57929  5
06064 3549 162.370507.0   58476  5
06065 3535 171.174081.0   59881  5
06066 3511 180.336385.0   61103  5
06067 3494 199.398996.0   62636  5
06068 3471 214.297529.0   64347  5
06069 3452 227.060140.0   65580  5
06070 3434 236.575345.0   67133  5
06071 3418 255.630860.0   68342  5
06072 3391 273.646685.0   70072  5
06073 3375 279.490001.0   71585  5
06074 3361 300.544904.0   73007  5
06075 3332 323.672243.0   74917  5
06076 3322 331.646980.0   76027  5
06077 3305 350.173462.0   78332  5
06078 3270 368.591997.0   79894  5
06079 3267 373.260448.0   81248  5
06080 3247 387.126598.0   82379  5
06081 3226 410.994413.0   83989  5
06082 3210 410.968623.0   84847  5
06083 3184 417.152553.0   86336  5
06084 3167 428.005433.0   87318  5
06085 3151 432.389690.0   88303  5
06086 3131 452.034423.0   89244  5
06087 3102 448.856696.0   90257  5
06088 3088 455.700524.0   91179  5
06089 3069 458.601968.0   91697  5
06091 3028 464.855620.0   91850  5
06092 3006 471.175200.0   92544  5
06093 2987 467.753362.0   92498  5
06094 2966 469.943835.0   92210  5
06095 2959 448.581248.0   92175  5
06096 2925 472.793204.0   91880  5
06097 2905 473.809209.0   92524  5
06098 2885 469.395793.0   91658  5
06099 2863 464.369117.0   91527  5
06100 2844 461.150487.0   91046  5
06101 2825 456.028547.0   91662  5
06102 2805 453.072760.0   91398  5
06103 2788 440.923926.0   90933  5
06104 2769 432.722756.0   91824  5
06105 2748 421.499749.0   91547  5
06106 2734 416.625434.0   93169  5
06107 2715 401.686691.0   91618  5
06108 2696 390.133190.0   93599  5
06109 2679 386.140881.0   95299  5
06110 2663 377.027619.0   98106  5
06111 2645 365.849170.0   99604  5
06112 2631 345.725175.0  101075  5
06113 2613 335.560429.0  103752  5
06114 2598 326.820971.0  106880  5
06115 2582 318.929945.0  111534  5
06116 2569 299.564389.0  113500  5
06117 2552 292.535995.0  117291  5
06118 2533 272.233812.0  118324  5
06119 2527 254.724712.0  115641  5
06120 2511 219.423920.0  107775  5
06121 2507 189.648817.0   94542  5
06122 2507 152.438150.0   77555  5
08339 4062 126.510997.0   41774  7
08340 4047 127.169445.0   41596  7
08341 4021 142.410802.0   41633  7
08342 4002 151.512721.0   42136  7
08343 3992 155.532290.0   42429  7
08344 3961 154.925791.0   42399  7
08345 3937 175.731966.0   43163  7
08346 3926 177.019832.0   43760  7
08347 3902 183.605264.0   44589  7
08348 3884 197.831421.0   45135  7
08349 3860 204.795006.0   46198  7
08350 3846 217.207444.0   47022  7
08351 3819 225.946044.0   47605  7
08352 3798 237.633639.0   48212  7
08353 3783 242.077389.0   48829  7
08354 3763 257.194415.0   49895  7
08355 3742 265.262523.0   51181  7
08356 3726 279.733158.0   52094  7
08357 3707 292.429736.0   53675  7
08358 3686 295.003389.0   54360  7
08359 3664 315.733524.0   55723  7
08360 3623 323.335162.0   57078  7
08361 3627 337.841618.0   58734  7
08362 3608 333.548543.0   58134  7
08363 3587 351.864539.0   60528  7
08364 3567 360.828622.0   61394  7
08365 3544 377.849231.0   61814  7
08366 3530 380.250842.0   63147  7
08367 3496 404.761855.0   63970  7
08368 3476 405.209151.0   64033  7
08369 3460 406.546954.0   64252  7
08370 3440 401.869084.0   64103  7
08371 3418 409.820997.0   64714  7
08372 3397 408.117066.0   63881  7
08373 3373 403.226996.0   63415  7
08374 3353 402.547664.0   63072  7
08375 3333 403.807897.0   62433  7
08376 3313 399.709538.0   61436  7
08378 3263 366.346480.0   59369  7
08379 3250 368.155159.0   58311  7
08380 3226 354.347564.0   57259  7
08381 3212 344.825988.0   55738  7
08382 3194 325.684583.0   54950  7
08383 3170 312.374101.0   53771  7
08384 3150 297.943933.0   52220  7
08385 3129 282.130860.0   51749  7
